short_name,age,height_cm,weight_kg,overall,potential,pace,shooting,passing,dribbling,defending,physic,player_positions,position_category
O. Hoban,38,183,83,65,65,37,57,60,57,66,68,CDM,MIDFIELDER
C. Daniels,34,185,75,65,65,52,58,65,64,65,61,"LWB, LB",DEFENDER
M. Oyola,38,167,75,65,65,63,56,66,64,59,60,"CM, CDM",MIDFIELDER
J. Parr,32,182,75,65,65,69,56,59,64,62,65,LB,DEFENDER
E. Castillo,34,170,75,65,65,72,57,61,64,60,64,"LB, LWB",DEFENDER
L. Craig,34,183,82,65,65,43,66,68,66,61,72,CM,MIDFIELDER
J. Troisi,32,176,75,65,65,62,63,68,65,48,67,"CAM, CM",ATTACKER
E. Gutiérrez,35,183,84,65,65,52,69,55,61,32,68,"ST, CF, RW",ATTACKER
M. Bostwick,33,193,89,65,65,33,57,48,45,63,85,CB,DEFENDER
L. Akins,32,185,79,65,65,73,64,59,64,59,79,"LM, ST",MIDFIELDER
L. Stevenson,33,170,67,65,65,68,42,58,60,62,74,LB,DEFENDER
J. Horn,34,188,83,65,65,60,29,50,41,62,73,CB,DEFENDER
M. Bottani,30,170,64,65,65,87,65,57,72,39,48,"ST, LW, CAM",ATTACKER
Kim Chang Soo,35,179,72,65,65,64,59,61,64,62,67,"RB, RWB",DEFENDER
K. Özer,33,170,62,65,65,72,63,64,71,35,60,"ST, RM",ATTACKER
Canella,33,180,70,65,65,69,49,59,64,62,76,"LB, LWB",DEFENDER
C. Cortés,37,179,70,65,65,57,61,68,66,45,61,"CM, CAM, LM",MIDFIELDER
D. Worrall,31,170,67,65,65,78,60,62,66,54,70,"RWB, RW",DEFENDER
N. Gerzić,37,175,79,65,65,38,49,69,69,56,61,"CM, CDM",MIDFIELDER
A. Ríos,31,178,78,65,65,59,65,63,66,38,79,"ST, CAM, CM",ATTACKER
Qin Sheng,34,183,76,65,65,48,52,60,57,62,76,"CB, CDM, CM",DEFENDER
J. Spearing,32,171,71,65,65,54,52,63,65,63,67,CDM,MIDFIELDER
Marco Soares,37,182,80,65,65,66,56,60,63,61,73,"CDM, CM",MIDFIELDER
F. Ojo,29,177,71,65,65,67,60,64,67,60,70,"CDM, CM",MIDFIELDER
E. Paartalu,35,193,89,65,65,43,57,57,54,63,80,"CDM, CM",MIDFIELDER
M. Kramer,32,196,80,65,65,41,64,56,56,35,63,ST,ATTACKER
G. Madine,30,193,75,65,65,49,66,51,61,32,78,ST,ATTACKER
A. Clayton,32,175,75,65,65,53,59,64,61,63,64,"CDM, CM",MIDFIELDER
N. Vidrio,32,182,75,65,65,40,47,56,55,66,69,"CB, RB",DEFENDER
S. Salinas,35,180,73,65,65,71,57,63,67,58,60,"LM, LB",MIDFIELDER
E. Ambrose,32,190,70,65,65,46,44,53,57,65,71,CB,DEFENDER
E. Vera,29,170,68,65,65,72,49,60,64,61,62,LB,DEFENDER
S. Conneely,32,175,68,65,65,42,49,58,60,63,72,"CDM, CM",MIDFIELDER
L. Sercombe,31,178,69,65,65,65,61,64,65,55,65,CM,MIDFIELDER
J. Skjelvik,29,183,77,65,65,81,46,59,62,57,70,LB,DEFENDER
L. Kalludra,29,170,68,65,65,76,57,64,70,51,65,"CM, CAM",MIDFIELDER
A. MacDonald,31,170,72,65,65,75,58,61,65,57,84,LM,MIDFIELDER
E. Schreiner,32,180,74,65,65,68,62,62,64,58,70,"LM, LB, LWB",MIDFIELDER
Juanan,34,192,90,65,65,32,35,47,43,65,76,CB,DEFENDER
J. Mills,31,175,70,65,65,71,49,60,63,60,70,"LB, LWB",DEFENDER
J. Brayford,33,173,71,65,65,56,45,60,62,64,71,"RB, CB",DEFENDER
K. Tokstad,29,185,84,65,65,79,61,61,66,47,74,RW,ATTACKER
D. Gustafsson,30,177,75,65,65,91,60,52,67,42,63,RM,MIDFIELDER
Mossa,32,178,66,65,65,60,54,64,63,63,60,LB,DEFENDER
C. McManaman,30,175,73,65,65,72,61,60,68,27,61,"RM, ST",MIDFIELDER
A. DeLaGarza,33,175,68,65,65,64,48,61,62,63,68,RB,DEFENDER
A. Al Zori,33,184,69,65,65,65,45,55,62,63,71,"LB, CB",DEFENDER
Yu Yang,31,186,80,65,65,62,25,45,49,64,72,CB,DEFENDER
Dong Xuesheng,32,186,82,65,65,55,65,52,58,37,76,ST,ATTACKER
Lim Jong Eun,31,192,88,65,65,57,38,50,55,65,71,CB,DEFENDER
Paulinho,35,174,75,65,65,67,69,61,68,24,70,"ST, CF",ATTACKER
M. Jurman,31,191,87,65,65,42,40,53,48,64,78,CB,DEFENDER
P. Huspek,30,172,69,65,65,85,61,60,66,29,60,"RM, RW, ST",MIDFIELDER
M. Davidson,33,183,69,65,65,53,58,61,66,63,81,CM,MIDFIELDER
A. Cook,30,185,80,65,65,65,64,52,61,28,84,ST,ATTACKER
Steven Vitória,34,195,88,65,65,34,54,52,48,63,76,CB,DEFENDER
H. Mulder,34,180,76,65,65,37,58,62,60,63,69,"CB, CDM, CM",DEFENDER
M. Lund,30,183,76,65,65,67,64,62,63,64,76,"CM, CDM",MIDFIELDER
O. Lee,29,181,80,65,65,63,64,65,66,52,68,CAM,ATTACKER
M. Pink,30,188,87,65,65,55,65,51,59,27,74,"ST, LM, RM",ATTACKER
Romário,35,173,72,65,65,53,59,65,74,46,61,CM,MIDFIELDER
L. Brown,30,183,79,65,65,66,54,60,61,62,76,LB,DEFENDER
N. Yamada,30,168,64,65,65,77,60,61,69,62,66,"CM, CF, CAM",MIDFIELDER
O. Beckles,29,191,78,65,65,54,27,47,56,63,77,CB,DEFENDER
Adrián Sardinero,30,175,60,65,65,73,61,56,67,22,65,"ST, RW",ATTACKER
D. Davis,30,177,82,65,65,74,63,65,66,65,79,"CM, CDM, RB",MIDFIELDER
C. McLaughlin,29,183,71,65,65,68,47,61,63,62,65,RB,DEFENDER
L. Gutiérrez,36,180,74,65,65,50,40,49,58,66,69,"CB, LB",DEFENDER
M. Titsch Rivero,31,182,76,65,65,61,49,62,65,62,71,"CM, CDM, CAM",MIDFIELDER
F. Flores,31,181,88,65,65,68,46,62,58,62,70,"CDM, CM, CB",MIDFIELDER
G. Álvarez,29,187,81,65,65,65,69,43,56,25,71,ST,ATTACKER
B. García,36,175,68,65,65,62,62,65,68,58,68,"CDM, CB",MIDFIELDER
A. Nsiala,29,193,83,65,66,70,38,49,50,63,82,CB,DEFENDER
I. Saadi,29,185,85,65,65,56,67,52,62,22,74,ST,ATTACKER
T. Bunbury,31,188,78,65,65,73,66,59,66,41,78,"LM, RM, ST",MIDFIELDER
C. McAleny,28,178,66,65,65,81,64,59,66,24,56,"LW, ST",ATTACKER
M. Sansores,30,174,73,65,65,65,66,53,63,35,60,ST,ATTACKER
T. Eaves,29,191,86,65,65,53,66,46,59,37,79,ST,ATTACKER
G. Williams,28,176,70,65,65,71,35,56,62,62,70,"RB, CB",DEFENDER
C. Warner,33,178,80,65,65,58,61,61,65,61,71,"CDM, CM",MIDFIELDER
P. Slišković,30,193,91,65,65,66,65,42,57,33,77,ST,ATTACKER
M. Murzaev,31,183,77,65,65,77,62,56,66,32,67,"LM, RM, ST",MIDFIELDER
Aguilera,35,185,77,65,65,47,57,61,66,60,73,"CDM, CM",MIDFIELDER
B. Oviedo,31,172,70,65,65,67,57,64,67,61,64,LB,DEFENDER
A. Faltsetas,33,181,79,65,65,55,54,64,62,66,77,"CM, CDM",MIDFIELDER
J. Shaughnessy,28,183,69,65,65,66,26,48,55,65,74,CB,DEFENDER
A. Acosta,33,170,72,65,65,43,58,67,68,63,64,"LB, RB, CM",DEFENDER
Fran Grima,34,174,70,65,65,70,42,52,60,61,67,"RB, RM",DEFENDER
S. Suciu,31,184,76,65,65,58,59,63,64,62,74,"CM, CDM",MIDFIELDER
R. Magyar,30,192,85,65,65,48,38,52,47,64,75,CB,DEFENDER
M. Meilinger,29,181,77,65,65,67,62,66,66,33,61,"RM, LM, ST",MIDFIELDER
R. Padovani,31,187,74,65,65,56,54,60,61,67,67,"CB, CM, RB",DEFENDER
M. Nelom,30,174,69,65,65,70,56,62,66,60,61,LB,DEFENDER
R. Hassan,30,172,64,65,65,79,57,60,68,46,63,"RW, CM",ATTACKER
J. Bertilsson,33,177,68,65,65,72,61,63,66,32,59,"LW, RW",ATTACKER
S. Galindo,29,190,70,65,65,74,58,68,64,47,61,"CAM, CM",ATTACKER
F. Brown Forbes,29,188,82,65,65,79,61,55,60,43,81,ST,ATTACKER
A. Sarcevic,29,182,78,65,65,63,63,64,67,59,70,"CAM, CM",ATTACKER
T. Leugers,30,184,77,65,65,62,54,60,62,63,72,CDM,MIDFIELDER
J. Rivierez,32,182,82,65,65,43,28,53,55,64,80,"CB, RB",DEFENDER
M. Żyro,28,189,89,65,65,69,64,61,68,39,67,ST,ATTACKER
D. McGregor,35,183,87,65,65,67,32,38,41,63,79,CB,DEFENDER
C. Thomas,27,185,72,65,66,70,59,61,63,62,72,"CDM, CM",MIDFIELDER
J. Keohane,30,180,72,65,65,76,53,55,61,59,65,"RB, LB, LWB",DEFENDER
P. Hoban,29,180,84,65,65,60,64,56,60,39,75,ST,ATTACKER
J. Morris,29,182,72,65,65,68,63,64,66,57,66,"LM, RM",MIDFIELDER
R. Janicki,28,191,82,65,66,51,36,55,52,62,74,CB,DEFENDER
C. Winchester,28,178,74,65,65,73,60,64,67,57,75,"CM, CDM, RB",MIDFIELDER
W. Keane,28,187,72,65,65,66,65,58,65,39,68,"CAM, ST",ATTACKER
E. Ebanks-Landell,28,188,88,65,66,52,48,49,52,64,75,CB,DEFENDER
R. Lopes,29,186,80,65,65,50,29,46,51,66,72,CB,DEFENDER
E. Zavaleta,28,185,84,65,65,54,55,51,54,63,76,CB,DEFENDER
P. Kitchen,29,183,73,65,65,48,56,57,59,63,76,"CDM, CM",MIDFIELDER
K. Haraldseid,27,180,74,65,66,71,53,59,62,61,69,RB,DEFENDER
M. Ødegaard,28,186,80,65,67,58,29,50,53,65,71,"CB, RWB",DEFENDER
N. Næss,28,183,82,65,66,47,52,61,60,63,71,"CDM, CB",MIDFIELDER
A. Vellios,29,191,78,65,65,47,66,56,60,36,68,ST,ATTACKER
Javi Hernández,32,184,79,65,65,67,65,66,67,47,65,"CM, LM",MIDFIELDER
J. Carroll,29,183,78,65,65,72,39,62,59,59,64,LB,DEFENDER
M. Mert,26,174,68,65,68,68,56,68,70,48,47,"CAM, CM",ATTACKER
Choi Bo Kyung,33,184,79,65,65,60,39,55,53,63,75,CB,DEFENDER
M. O'Halloran,30,181,79,65,65,89,59,56,65,31,65,"RW, ST",ATTACKER
S. Gannon,29,183,67,65,65,74,51,57,61,60,71,"RWB, RB",DEFENDER
J. Scowen,28,178,74,65,65,59,55,63,66,65,71,"CM, CDM",MIDFIELDER
Y. Songo'o,29,185,77,65,65,60,39,55,60,63,79,CDM,MIDFIELDER
J. Valencia,26,165,64,65,65,80,61,60,66,42,53,"LM, CAM, ST",MIDFIELDER
O. Turton,28,180,75,65,65,66,43,58,59,60,69,"RWB, RB, CB",DEFENDER
L. Isgrove,28,178,72,65,65,84,51,58,66,34,53,"RM, RW",MIDFIELDER
A. O'Brien,27,183,72,65,65,73,63,62,65,37,70,"ST, LM",ATTACKER
L. Bangoura,29,175,72,65,65,85,61,58,69,29,60,"RM, LM",MIDFIELDER
J. Chianese,31,176,75,65,65,77,60,59,64,36,63,"RM, RW",MIDFIELDER
A. Pierre,28,185,88,65,65,69,37,46,50,63,81,CB,DEFENDER
C. Dibon,30,183,79,65,65,64,33,51,52,64,70,CB,DEFENDER
A. Luna,29,169,60,65,65,83,62,64,67,40,45,"CAM, CM, LW",ATTACKER
R. Wolski,28,180,70,65,65,61,60,67,69,34,49,"CAM, CM",ATTACKER
R. Jackson,30,175,65,65,65,81,50,56,62,58,74,RB,DEFENDER
U. Đerić,29,196,92,65,65,44,69,47,57,29,76,ST,ATTACKER
K. Escamilla,27,179,76,65,68,46,55,61,54,58,72,CDM,MIDFIELDER
B. Boulenger,31,188,86,65,65,62,32,59,60,63,73,"CB, LB, LM",DEFENDER
A. Jackson,27,187,80,65,65,51,30,42,52,64,70,CB,DEFENDER
David Simón,31,179,76,65,65,75,46,55,62,58,73,RB,DEFENDER
N. Dams,31,184,78,65,65,57,29,51,53,64,72,CB,DEFENDER
D. Oshilaja,28,181,75,65,66,80,26,45,56,63,79,CB,DEFENDER
T. Weilandt,29,186,73,65,65,73,63,60,67,39,60,"LM, RM, CAM",MIDFIELDER
G. Carmona,35,187,94,65,65,65,40,51,54,65,72,"RB, RM",DEFENDER
T. Grøgaard,27,180,73,65,65,75,45,60,64,60,67,"LB, LW, CM",DEFENDER
S. Khelifi,27,173,65,65,65,80,58,58,69,30,46,"RM, LM",MIDFIELDER
M. Mandron,26,191,82,65,67,64,63,53,63,43,78,ST,ATTACKER
S. Auer,30,176,74,65,65,64,50,59,65,64,69,"CDM, RB, LB",MIDFIELDER
K. Hemmings,29,186,78,65,65,72,65,51,63,29,64,ST,ATTACKER
M. Koné,29,176,69,65,65,76,64,58,69,30,65,"ST, LW, RW",ATTACKER
S. Maier,27,179,68,65,65,67,61,65,68,34,55,"CAM, CM, LM",ATTACKER
D. Pedersen,28,185,74,65,65,66,52,62,63,62,72,"CDM, CM",MIDFIELDER
C. Raglan,28,185,75,65,66,67,32,46,47,62,77,CB,DEFENDER
W. Golla,29,186,80,65,65,52,36,54,51,64,70,CB,DEFENDER
D. McGeouch,28,178,69,65,65,61,53,63,66,60,68,"CM, CDM",MIDFIELDER
M. Kuhn,29,178,76,65,65,87,50,61,63,56,66,"RB, RM",DEFENDER
K. Luckassen,27,185,80,65,65,73,66,43,60,29,75,ST,ATTACKER
N. Thomsen,28,180,75,65,65,62,58,65,67,47,59,"LM, CM",MIDFIELDER
O. Bulut,27,179,69,65,66,74,54,64,63,59,69,"RB, RM, RW",DEFENDER
Jefté,27,186,79,65,65,58,67,51,64,31,69,ST,ATTACKER
O. Norburn,28,185,82,65,65,74,61,64,66,62,76,"CM, CDM",MIDFIELDER
T. Hopper,27,186,76,65,65,64,63,53,62,34,75,ST,ATTACKER
L. Antal,32,178,70,65,65,74,59,62,65,40,60,"RM, ST",MIDFIELDER
J. Willis,26,180,70,65,67,75,25,48,58,65,71,CB,DEFENDER
J. Walker,28,175,70,65,65,82,62,64,67,40,63,"CAM, RM, LM",ATTACKER
K. Rowe,29,173,68,65,65,59,62,67,67,57,64,"CM, CAM, LB",MIDFIELDER
R. Kristiansen,33,183,74,65,65,75,45,56,62,60,63,LB,DEFENDER
Yeo Reum,32,175,62,65,65,71,59,66,66,57,70,CM,MIDFIELDER
C. Stockton,27,186,75,65,66,67,64,52,63,32,76,ST,ATTACKER
M. Saldívar,30,176,75,65,65,72,44,50,62,62,69,"RB, CDM",DEFENDER
B. Fofana,31,193,84,65,65,54,60,57,53,64,81,"CDM, CM",MIDFIELDER
V. Agardius,31,181,78,65,65,71,36,56,63,64,68,"CB, LWB",DEFENDER
I. Cissé,27,184,77,65,66,69,46,58,62,66,65,"CDM, CM, CB",MIDFIELDER
R. Zozulya,31,180,75,65,65,73,63,56,61,43,80,ST,ATTACKER
A. Uryga,27,191,85,65,66,51,43,54,46,63,76,CB,DEFENDER
A. Said,28,181,70,65,65,67,65,54,61,39,76,ST,ATTACKER
T. Watt,27,182,76,65,66,71,65,56,66,33,73,"ST, LW",ATTACKER
C. Matei,29,175,70,65,65,77,63,65,68,54,66,"CM, CAM, RW",MIDFIELDER
B. Aloé,27,184,77,65,68,32,32,39,44,67,69,CB,DEFENDER
M. Paulissen,28,185,80,65,65,73,61,66,64,42,69,"CAM, CM",ATTACKER
O. Hawsawi,35,185,76,65,65,49,29,43,46,63,77,CB,DEFENDER
A. Asiri,29,185,70,65,65,63,30,45,41,64,75,CB,DEFENDER
S. Al Qumayzi,29,180,72,65,65,74,38,55,62,57,76,RB,DEFENDER
T. Bartomeús,38,175,74,65,65,65,28,51,58,64,60,"RB, LB",DEFENDER
T. Bu Haymid,33,168,68,65,65,70,58,62,65,58,70,LB,DEFENDER
A. Khamis,32,166,68,65,65,70,50,60,66,60,66,"LB, CDM",DEFENDER
M. Blair,32,178,74,65,65,76,56,57,62,59,67,RWB,DEFENDER
T. Anderson,27,193,83,65,66,34,33,41,38,64,81,CB,DEFENDER
P. Vlachodimos,29,184,74,65,65,74,59,61,66,34,60,"LM, LW",MIDFIELDER
Maurides,27,189,86,65,65,50,67,52,63,30,76,ST,ATTACKER
C. Brown,27,174,69,65,66,72,44,59,61,57,67,"LWB, LB",DEFENDER
J. O'Sullivan,27,181,83,65,65,79,55,59,64,51,70,"RM, RW, RWB",MIDFIELDER
M. Gajos,30,174,65,65,65,73,66,65,66,61,70,"CM, CDM",MIDFIELDER
T. Ondaan,27,173,67,65,65,86,63,57,69,37,62,"ST, LM, LW",ATTACKER
J. Wurtz,29,182,76,65,65,69,66,62,63,59,74,"CAM, ST",ATTACKER
M. Jahfali,30,185,71,65,65,62,36,49,45,64,73,CB,DEFENDER
A. Belmonte,25,185,79,65,69,55,45,65,67,58,72,"CDM, CM",MIDFIELDER
S. Piesinger,29,192,84,65,65,33,54,58,54,64,76,CB,DEFENDER
M. Schmerböck,27,180,73,65,66,77,64,60,68,34,60,"ST, CAM, LM",ATTACKER
L. Nilsen,26,180,72,65,66,85,57,55,63,54,66,"LWB, LM",DEFENDER
M. Hallberg,25,180,68,65,67,64,63,66,65,61,69,"CM, CDM",MIDFIELDER
A. Al Zaqan,30,176,71,65,65,85,65,56,66,21,62,"LW, RW, RM",ATTACKER
G. Zhukov,26,172,76,65,67,71,57,63,69,58,69,"CM, CDM",MIDFIELDER
D. Del Fabro,26,190,81,65,68,65,34,38,48,67,71,CB,DEFENDER
M. Al Olayan,26,170,68,65,66,74,46,60,64,61,71,"RB, LB",DEFENDER
A. Dźwigała,25,185,80,65,71,65,43,51,54,61,74,CB,DEFENDER
S. Sosa Sánchez,27,188,80,65,66,54,66,45,62,22,64,ST,ATTACKER
H. Quiñones,29,178,70,65,65,71,48,56,61,61,62,"LB, LW",DEFENDER
S. O'Neill,27,188,86,65,67,60,51,57,60,62,73,CB,DEFENDER
G. Leigh,26,180,73,65,67,74,46,53,61,62,68,"LB, LWB",DEFENDER
J. Donachie,28,195,85,65,67,58,32,48,43,65,75,CB,DEFENDER
A. Berzel,29,184,79,65,66,70,51,52,50,63,76,"CB, CDM",DEFENDER
M. Starke,30,179,81,65,65,76,68,62,67,33,68,"CAM, ST, CM",ATTACKER
R. Nagai,30,180,72,65,65,85,62,57,64,27,66,"ST, RW",ATTACKER
M. Thiel,28,186,80,65,65,72,66,62,67,31,62,"LM, RM",MIDFIELDER
M. Maloča,32,189,83,65,65,61,36,39,42,64,67,CB,DEFENDER
E. Ba,28,183,75,65,65,63,54,57,65,62,75,"CDM, CM",MIDFIELDER
M. Osuna,32,177,75,65,65,69,67,61,67,62,73,"CM, ST, CDM",MIDFIELDER
M. Lackner,30,191,75,65,65,36,44,57,56,64,76,"CDM, CM, CB",MIDFIELDER
Jung Seok Hwa,30,174,58,65,65,72,62,62,70,51,59,"LW, RM, CM",ATTACKER
R. Klingenburg,27,190,83,65,66,48,61,61,66,58,76,"CM, CAM",MIDFIELDER
H. Adelakun,25,188,75,65,68,79,61,60,66,21,62,"LM, RM",MIDFIELDER
T. Söderström,27,190,85,65,66,87,57,56,64,57,68,"LB, RB, CM",DEFENDER
D. Brown,30,188,82,65,65,83,64,49,61,35,78,ST,ATTACKER
Lee Jeong Hyeop,30,186,76,65,65,64,62,47,60,34,76,ST,ATTACKER
Y. Ono,28,170,69,65,65,73,59,63,67,40,62,"CAM, CM, LM",ATTACKER
N. Al Mousa,30,169,70,65,65,51,53,64,65,61,70,"CDM, CM",MIDFIELDER
B. Dabanlı,31,190,88,65,65,32,34,54,48,63,80,CB,DEFENDER
T. Al Absi,28,177,72,65,65,57,25,38,47,66,73,CB,DEFENDER
P. Retre,28,170,63,65,65,54,50,60,67,62,69,"CDM, RB, RM",MIDFIELDER
N. Albarracín,28,182,72,65,65,66,69,60,66,44,46,"CAM, LM",ATTACKER
L. Rougeaux,27,185,85,65,66,52,43,54,49,66,71,"CB, RB",DEFENDER
H. Al Hazaa,29,176,65,65,65,77,63,45,62,21,59,ST,ATTACKER
I. Ssewankambo,25,179,80,65,67,77,37,57,60,59,83,"CDM, CM",MIDFIELDER
S. Goss,25,191,80,65,70,65,58,66,65,58,70,"CAM, CM",ATTACKER
Rúben Oliveira,26,170,70,65,68,73,59,65,70,49,50,CM,MIDFIELDER
B. Utvik,25,183,75,65,71,46,37,48,52,66,70,CB,DEFENDER
R. Haynes,25,184,68,65,68,76,55,58,61,58,71,"LWB, LB",DEFENDER
J. Mena,32,183,79,65,65,69,32,40,50,62,73,CB,DEFENDER
D. Asprilla,29,180,75,65,65,74,63,58,67,39,72,"RM, ST",MIDFIELDER
M. Galain,32,183,79,65,65,61,28,42,46,64,71,CB,DEFENDER
S. Martínez,28,175,68,65,65,68,50,62,65,63,66,"CM, CDM",MIDFIELDER
S. Varas,32,185,82,65,65,59,65,49,60,29,78,ST,ATTACKER
M. Qasem,26,176,74,65,67,76,58,58,68,57,74,LB,DEFENDER
J. McGhee,24,185,70,65,68,65,34,57,61,65,71,"RB, LB, CB",DEFENDER
S. Ojeda,29,183,72,65,66,48,34,41,43,64,74,CB,DEFENDER
F. Montero,32,167,68,65,65,67,56,61,65,65,68,"CM, CAM, CDM",MIDFIELDER
L. Ashcroft,27,183,70,65,66,67,28,44,52,65,71,CB,DEFENDER
S. Coopman,26,183,66,65,68,47,59,68,68,46,40,"CAM, RM, CM",ATTACKER
T. Lumanza Lembi,27,178,70,65,66,64,55,63,66,62,71,"CM, CDM",MIDFIELDER
B. Ndoye,27,187,82,65,68,49,61,57,58,61,80,"CB, CDM",DEFENDER
G. Rólantsson,28,187,82,65,65,80,61,60,64,59,65,"RB, RW, LW",DEFENDER
K. Mensah,30,171,75,65,65,78,59,56,68,54,72,"RWB, LWB",DEFENDER
J. Grønning,30,182,79,65,65,43,51,53,56,63,69,CDM,MIDFIELDER
J. Dodoo,26,183,70,65,68,80,62,56,64,35,67,"ST, RM, LM",ATTACKER
O. Lund,30,188,85,65,65,67,43,57,60,61,77,"CB, LB, RB",DEFENDER
Ó. Benítez,30,186,72,65,65,51,33,41,36,66,74,"CB, LB",DEFENDER
K. Jackson,27,181,73,65,66,91,63,47,63,30,57,ST,ATTACKER
K. Azamoum,31,178,76,65,65,57,56,67,65,59,66,"CDM, CM",MIDFIELDER
M. Stefaniak,26,178,76,65,66,75,60,64,68,29,58,"CAM, LW, LM",ATTACKER
S. Hertner,30,180,75,65,65,72,42,60,62,61,66,"LB, LM",DEFENDER
A. Powell,26,182,75,65,66,86,45,55,62,57,73,RB,DEFENDER
G. Burón,27,166,68,65,66,63,42,59,65,61,52,"RB, LB",DEFENDER
J. Payne,26,165,60,65,66,74,59,61,70,42,47,"CAM, CM",ATTACKER
F. Menig,27,187,79,65,65,63,35,48,54,65,71,"RB, RWB, RM",DEFENDER
V. Vermeij,26,196,88,65,66,41,65,55,56,31,73,ST,ATTACKER
R. Blanco,39,185,80,65,65,55,71,52,61,23,55,"ST, RW, LW",ATTACKER
F. Pol,33,173,71,65,65,60,55,63,63,63,53,"CM, CAM, CDM",MIDFIELDER
J. Reyes,28,165,70,65,65,70,60,58,64,42,57,"CAM, RW, ST",ATTACKER
E. Boateng,27,168,68,65,65,90,59,58,67,41,63,"LM, RM",MIDFIELDER
H. Takahashi,33,182,75,65,65,38,51,59,58,64,67,"CDM, CB, CM",MIDFIELDER
K. Vida,26,177,76,65,66,75,64,60,64,25,66,"LM, RM",MIDFIELDER
Ely,30,187,74,65,65,81,63,60,65,41,60,"RW, LW",ATTACKER
J. Sanguinetti,30,173,70,65,65,66,69,62,64,39,63,"CAM, ST, RM",ATTACKER
M. Kupczak,29,187,76,65,65,65,50,55,58,61,74,CDM,MIDFIELDER
B. Halliday,25,180,68,65,67,71,38,56,63,60,69,RB,DEFENDER
C. Diedhiou,33,191,76,65,65,62,26,36,40,66,75,CB,DEFENDER
F. Friday,26,187,90,65,68,71,64,48,65,27,72,ST,ATTACKER
F. Cardozo,26,182,81,65,68,70,32,50,53,63,73,"LB, CB",DEFENDER
J. Verdugo,24,172,65,65,71,83,55,59,67,49,61,"CAM, LM, RM",ATTACKER
P. Jaroszyński,26,184,78,65,68,68,45,60,62,65,68,CB,DEFENDER
S. Nicholson,26,175,71,65,65,86,61,57,66,48,62,"RM, ST, LW",MIDFIELDER
C. Johansson,27,188,80,65,67,52,25,43,47,64,72,CB,DEFENDER
P. Lipski,27,186,83,65,66,67,63,64,65,45,67,"CAM, CM",ATTACKER
J. Cummings,25,178,63,65,68,71,66,55,65,37,64,"ST, RW",ATTACKER
S. Dursun,29,188,79,65,65,59,39,52,54,64,74,"CB, RB",DEFENDER
Jorginho,25,171,61,65,67,73,64,59,66,23,57,"RM, LW, RW",MIDFIELDER
M. Jay,25,169,64,65,69,82,63,61,68,32,52,CAM,ATTACKER
Marcelo Djaló,27,193,91,65,68,53,37,47,50,62,76,CB,DEFENDER
J. Bajandouh,28,178,80,65,65,41,57,64,60,62,68,CDM,MIDFIELDER
J. Arrascaita,27,175,62,65,65,75,50,59,68,37,45,LM,MIDFIELDER
R. Ramallo,30,178,70,65,65,73,67,49,63,40,65,"ST, RM",ATTACKER
M. Jakóbowski,28,170,65,65,65,81,56,59,63,33,52,LM,MIDFIELDER
Rafael Ratão,25,183,75,65,68,78,62,51,70,24,53,"LW, ST",ATTACKER
T. Conlon,25,173,62,65,69,63,59,64,68,59,67,CM,MIDFIELDER
M. Lorenzen,26,188,86,65,66,84,64,55,66,32,66,"LW, ST",ATTACKER
F. Okenabirhie,25,178,74,65,70,82,64,54,67,33,66,ST,ATTACKER
F. Leys,27,177,70,65,66,64,50,58,61,65,64,"CDM, CM",MIDFIELDER
G. Kiltie,24,173,70,65,70,67,56,61,67,46,62,"LM, LW, CAM",MIDFIELDER
A. Kawaya,24,174,82,65,68,79,59,58,70,42,66,"RM, LM",MIDFIELDER
K. Vassell,28,183,78,65,65,78,65,47,62,34,71,ST,ATTACKER
M. Diallo,26,177,72,65,66,80,62,56,67,22,62,"LW, RW",ATTACKER
L. Kelly,25,163,74,65,68,67,62,68,67,56,43,"CM, CDM",MIDFIELDER
E. O'Connell,25,191,80,65,70,55,41,50,56,63,80,CB,DEFENDER
J. Rossiter,24,178,64,65,71,57,48,56,62,64,71,"CDM, CM",MIDFIELDER
Ryu Seung Woo,27,172,68,65,66,80,60,57,70,44,46,"CAM, CM, LM",ATTACKER
R. Al Mousa,26,178,76,65,68,62,43,57,60,63,70,CDM,MIDFIELDER
W. Nightingale,25,185,84,65,69,67,33,47,52,64,73,CB,DEFENDER
Carrillo,27,181,82,65,66,66,68,59,62,33,57,ST,ATTACKER
B. Sørmo,24,187,80,65,71,78,44,56,62,60,70,"RB, RM",DEFENDER
Sergio,29,186,67,65,66,50,35,46,41,66,61,CB,DEFENDER
N. Hagglund,28,185,87,65,65,50,29,56,52,63,67,CB,DEFENDER
C. Bishop,24,183,72,65,70,73,64,50,62,33,75,ST,ATTACKER
T. McNamara,30,175,77,65,65,49,66,67,67,51,65,"CM, CDM, LM",MIDFIELDER
T. Thompson,25,173,71,65,66,66,52,60,74,59,63,"RB, LB",DEFENDER
C. Duvall,29,178,72,65,65,75,44,60,60,62,66,"RB, CB",DEFENDER
J. Zwischenbrugger,31,187,80,65,65,55,48,53,52,65,73,"CB, CDM, CM",DEFENDER
A. Al Shamekh,28,179,66,65,65,76,40,56,62,59,69,"LB, RB",DEFENDER
Song Boxuan,31,180,73,65,65,70,52,63,64,64,67,LM,MIDFIELDER
